File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_061__1_km_monthly_EVI_doy2010001000000_aid0001,_1_km_monthly_EVI,aid0001,2010-01-01,219.0,0.2754,0.5978,"(0.2754,0.5978)",0.4485096,0.0841708,0.0070847,0.5216,0.5978,0.4665,0.2754,0.378
MOD13A3_061__1_km_monthly_EVI_doy2010032000000_aid0001,_1_km_monthly_EVI,aid0001,2010-02-01,219.0,0.2288,0.6375,"(0.2288,0.6375)",0.424505,0.1033878,0.010689,0.4982,0.6375,0.4327,0.2288,0.33885
MOD13A3_061__1_km_monthly_EVI_doy2010060000000_aid0001,_1_km_monthly_EVI,aid0001,2010-03-01,219.0,0.2327,0.7238,"(0.2327,0.7238)",0.4734292,0.1151067,0.0132495,0.5549,0.7238,0.4738,0.2327,0.3721
MOD13A3_061__1_km_monthly_EVI_doy2010091000000_aid0001,_1_km_monthly_EVI,aid0001,2010-04-01,219.0,0.2775,0.6611,"(0.2775,0.6611)",0.4742489,0.1049849,0.0110218,0.56465,0.6611,0.4902,0.2775,0.37675
MOD13A3_061__1_km_monthly_EVI_doy2010121000000_aid0001,_1_km_monthly_EVI,aid0001,2010-05-01,219.0,0.1883,0.6921,"(0.1883,0.6921)",0.4950753,0.0843254,0.0071108,0.56535,0.6921,0.4915,0.2789,0.4423
MOD13A3_061__1_km_monthly_EVI_doy2010152000000_aid0001,_1_km_monthly_EVI,aid0001,2010-06-01,219.0,0.1988,0.6513,"(0.1988,0.6513)",0.4552941,0.0934372,0.0087305,0.5242,0.6513,0.4465,0.205,0.39485
MOD13A3_061__1_km_monthly_EVI_doy2010182000000_aid0001,_1_km_monthly_EVI,aid0001,2010-07-01,219.0,0.2363,0.6301,"(0.2363,0.6301)",0.461737,0.0815955,0.0066578,0.52925,0.6301,0.4594,0.2363,0.40245
MOD13A3_061__1_km_monthly_EVI_doy2010213000000_aid0001,_1_km_monthly_EVI,aid0001,2010-08-01,219.0,0.2669,0.6024,"(0.2669,0.6024)",0.4432836,0.0709187,0.0050295,0.50335,0.6024,0.4538,0.2669,0.38095
MOD13A3_061__1_km_monthly_EVI_doy2010244000000_aid0001,_1_km_monthly_EVI,aid0001,2010-09-01,219.0,0.2461,0.5367,"(0.2461,0.5367)",0.4142982,0.0924172,0.0085409,0.4831,0.5367,0.46,0.2461,0.3098
MOD13A3_061__1_km_monthly_EVI_doy2010274000000_aid0001,_1_km_monthly_EVI,aid0001,2010-10-01,219.0,0.2051,0.6239,"(0.2051,0.6239)",0.4039205,0.0961347,0.0092419,0.48785,0.6239,0.3866,0.2051,0.3289
MOD13A3_061__1_km_monthly_EVI_doy2010305000000_aid0001,_1_km_monthly_EVI,aid0001,2010-11-01,219.0,0.0628,0.5954,"(0.0628,0.5954)",0.3113534,0.1444983,0.0208797,0.41365,0.5954,0.3248,0.0628,0.1958
MOD13A3_061__1_km_monthly_EVI_doy2010335000000_aid0001,_1_km_monthly_EVI,aid0001,2010-12-01,219.0,0.0605,0.5954,"(0.0605,0.5954)",0.3647781,0.1208891,0.0146142,0.4491,0.5954,0.381,0.0952,0.3075
MOD13A3_061__1_km_monthly_EVI_doy2011001000000_aid0001,_1_km_monthly_EVI,aid0001,2011-01-01,219.0,0.0707,0.6488,"(0.0707,0.6488)",0.3922804,0.1371834,0.0188193,0.4904,0.6488,0.4363,0.0707,0.2989
MOD13A3_061__1_km_monthly_EVI_doy2011032000000_aid0001,_1_km_monthly_EVI,aid0001,2011-02-01,219.0,0.125,0.6908,"(0.125,0.6908)",0.4349155,0.0964629,0.0093051,0.4841,0.6181,0.4409,0.2508,0.38965
MOD13A3_061__1_km_monthly_EVI_doy2011060000000_aid0001,_1_km_monthly_EVI,aid0001,2011-03-01,219.0,0.1328,0.6255,"(0.1328,0.6255)",0.4203639,0.0753327,0.005675,0.4643,0.579,0.4263,0.2762,0.38605
MOD13A3_061__1_km_monthly_EVI_doy2011091000000_aid0001,_1_km_monthly_EVI,aid0001,2011-04-01,219.0,0.2698,0.7159,"(0.2698,0.7159)",0.4482374,0.0640838,0.0041067,0.4846,0.6131,0.4521,0.2698,0.3953
MOD13A3_061__1_km_monthly_EVI_doy2011121000000_aid0001,_1_km_monthly_EVI,aid0001,2011-05-01,219.0,0.2412,0.6342,"(0.2412,0.6342)",0.4578653,0.0616916,0.0038059,0.49095,0.593,0.4608,0.3198,0.41875
MOD13A3_061__1_km_monthly_EVI_doy2011152000000_aid0001,_1_km_monthly_EVI,aid0001,2011-06-01,219.0,0.269,0.5856,"(0.269,0.5856)",0.4535721,0.0561161,0.003149,0.4913,0.5856,0.4579,0.3061,0.4156
MOD13A3_061__1_km_monthly_EVI_doy2011182000000_aid0001,_1_km_monthly_EVI,aid0001,2011-07-01,219.0,0.3263,0.5804,"(0.3263,0.5804)",0.476053,0.0609904,0.0037198,0.52945,0.5804,0.485,0.3263,0.41425
MOD13A3_061__1_km_monthly_EVI_doy2011213000000_aid0001,_1_km_monthly_EVI,aid0001,2011-08-01,219.0,0.3293,0.5995,"(0.3293,0.5995)",0.4511059,0.0669359,0.0044804,0.4996,0.5995,0.4688,0.3293,0.38015
MOD13A3_061__1_km_monthly_EVI_doy2011244000000_aid0001,_1_km_monthly_EVI,aid0001,2011-09-01,219.0,0.309,0.6386,"(0.309,0.6386)",0.4932493,0.0908726,0.0082578,0.56425,0.6386,0.5357,0.309,0.4032
MOD13A3_061__1_km_monthly_EVI_doy2011274000000_aid0001,_1_km_monthly_EVI,aid0001,2011-10-01,219.0,0.0645,0.6,"(0.0645,0.6)",0.3585164,0.1172702,0.0137523,0.4352,0.6,0.3664,0.106,0.30165
MOD13A3_061__1_km_monthly_EVI_doy2011305000000_aid0001,_1_km_monthly_EVI,aid0001,2011-11-01,219.0,0.2189,0.6363,"(0.2189,0.6363)",0.4809379,0.0707029,0.0049989,0.52475,0.6363,0.489,0.3303,0.44255
MOD13A3_061__1_km_monthly_EVI_doy2011335000000_aid0001,_1_km_monthly_EVI,aid0001,2011-12-01,219.0,0.2835,0.6392,"(0.2835,0.6392)",0.4650205,0.0735501,0.0054096,0.5152,0.6392,0.468,0.2835,0.40965
MOD13A3_061__1_km_monthly_EVI_doy2012001000000_aid0001,_1_km_monthly_EVI,aid0001,2012-01-01,219.0,0.0388,0.6099,"(0.0388,0.6099)",0.4104822,0.0935272,0.0087473,0.4645,0.5759,0.4214,0.2522,0.37825
MOD13A3_061__1_km_monthly_EVI_doy2012032000000_aid0001,_1_km_monthly_EVI,aid0001,2012-02-01,206.0,0.0837,0.7425,"(0.0837,0.7425)",0.4038587,0.1331001,0.0177156,0.473075,0.6539,0.4319,0.1651,0.349375
MOD13A3_061__1_km_monthly_EVI_doy2012061000000_aid0001,_1_km_monthly_EVI,aid0001,2012-03-01,219.0,0.127,0.6591,"(0.127,0.6591)",0.4583863,0.0928139,0.0086144,0.5256,0.6591,0.4516,0.2117,0.3923
MOD13A3_061__1_km_monthly_EVI_doy2012092000000_aid0001,_1_km_monthly_EVI,aid0001,2012-04-01,219.0,0.3063,0.6786,"(0.3063,0.6786)",0.4798164,0.0652664,0.0042597,0.5284,0.6786,0.4875,0.3063,0.42545
MOD13A3_061__1_km_monthly_EVI_doy2012122000000_aid0001,_1_km_monthly_EVI,aid0001,2012-05-01,219.0,0.2807,0.6282,"(0.2807,0.6282)",0.4681283,0.0712203,0.0050723,0.5273,0.6282,0.4712,0.2807,0.40615
MOD13A3_061__1_km_monthly_EVI_doy2012153000000_aid0001,_1_km_monthly_EVI,aid0001,2012-06-01,219.0,0.2939,0.6012,"(0.2939,0.6012)",0.4552301,0.0777928,0.0060517,0.51885,0.6012,0.4841,0.2939,0.3742
MOD13A3_061__1_km_monthly_EVI_doy2012183000000_aid0001,_1_km_monthly_EVI,aid0001,2012-07-01,219.0,0.2461,0.558,"(0.2461,0.558)",0.419147,0.081376,0.0066221,0.4835,0.558,0.457,0.2461,0.33205
MOD13A3_061__1_km_monthly_EVI_doy2012214000000_aid0001,_1_km_monthly_EVI,aid0001,2012-08-01,219.0,0.193,0.5092,"(0.193,0.5092)",0.3687758,0.0936058,0.0087621,0.44515,0.5092,0.4104,0.193,0.26105
MOD13A3_061__1_km_monthly_EVI_doy2012245000000_aid0001,_1_km_monthly_EVI,aid0001,2012-09-01,219.0,0.1941,0.4736,"(0.1941,0.4736)",0.3323452,0.0725851,0.0052686,0.3889,0.4736,0.3461,0.1941,0.2591
MOD13A3_061__1_km_monthly_EVI_doy2012275000000_aid0001,_1_km_monthly_EVI,aid0001,2012-10-01,219.0,0.2087,0.5216,"(0.2087,0.5216)",0.3520639,0.0670807,0.0044998,0.3957,0.5216,0.3579,0.2087,0.29225
MOD13A3_061__1_km_monthly_EVI_doy2012306000000_aid0001,_1_km_monthly_EVI,aid0001,2012-11-01,219.0,0.0627,0.64,"(0.0627,0.64)",0.4318973,0.0813826,0.0066231,0.48685,0.6296,0.4415,0.2338,0.3856
MOD13A3_061__1_km_monthly_EVI_doy2012336000000_aid0001,_1_km_monthly_EVI,aid0001,2012-12-01,219.0,0.2208,0.7281,"(0.2208,0.7281)",0.5191169,0.0750521,0.0056328,0.57465,0.7281,0.5183,0.3235,0.4685
MOD13A3_061__1_km_monthly_EVI_doy2013001000000_aid0001,_1_km_monthly_EVI,aid0001,2013-01-01,219.0,0.3574,0.674,"(0.3574,0.674)",0.5187932,0.0657086,0.0043176,0.5685,0.674,0.5204,0.3574,0.4637
MOD13A3_061__1_km_monthly_EVI_doy2013032000000_aid0001,_1_km_monthly_EVI,aid0001,2013-02-01,219.0,0.2523,0.7062,"(0.2523,0.7062)",0.4964616,0.0811336,0.0065827,0.5524,0.7062,0.5087,0.2918,0.44645
MOD13A3_061__1_km_monthly_EVI_doy2013060000000_aid0001,_1_km_monthly_EVI,aid0001,2013-03-01,219.0,0.1126,0.7553,"(0.1126,0.7553)",0.5162489,0.1262161,0.0159305,0.6199,0.7553,0.5174,0.1561,0.4301
MOD13A3_061__1_km_monthly_EVI_doy2013091000000_aid0001,_1_km_monthly_EVI,aid0001,2013-04-01,219.0,0.3272,0.6529,"(0.3272,0.6529)",0.4841502,0.0723647,0.0052366,0.5385,0.6529,0.4995,0.3272,0.42005
MOD13A3_061__1_km_monthly_EVI_doy2013121000000_aid0001,_1_km_monthly_EVI,aid0001,2013-05-01,219.0,0.3459,0.6629,"(0.3459,0.6629)",0.4928731,0.0611881,0.003744,0.5347,0.6629,0.495,0.3459,0.446
MOD13A3_061__1_km_monthly_EVI_doy2013152000000_aid0001,_1_km_monthly_EVI,aid0001,2013-06-01,219.0,0.275,0.685,"(0.275,0.685)",0.4994927,0.0735167,0.0054047,0.54285,0.6726,0.4984,0.324,0.44945
MOD13A3_061__1_km_monthly_EVI_doy2013182000000_aid0001,_1_km_monthly_EVI,aid0001,2013-07-01,219.0,0.2653,0.6239,"(0.2653,0.6239)",0.4574557,0.088201,0.0077794,0.5351,0.6239,0.4702,0.2653,0.37725
MOD13A3_061__1_km_monthly_EVI_doy2013213000000_aid0001,_1_km_monthly_EVI,aid0001,2013-08-01,219.0,0.224,0.6071,"(0.224,0.6071)",0.4211087,0.0927375,0.0086002,0.4818,0.6071,0.4182,0.224,0.3586
MOD13A3_061__1_km_monthly_EVI_doy2013244000000_aid0001,_1_km_monthly_EVI,aid0001,2013-09-01,219.0,0.2146,0.5393,"(0.2146,0.5393)",0.3932954,0.0883465,0.0078051,0.46675,0.5393,0.4162,0.2146,0.31045
MOD13A3_061__1_km_monthly_EVI_doy2013274000000_aid0001,_1_km_monthly_EVI,aid0001,2013-10-01,219.0,0.1499,0.6182,"(0.1499,0.6182)",0.3714155,0.1017526,0.0103536,0.4473,0.6182,0.394,0.1499,0.2809
MOD13A3_061__1_km_monthly_EVI_doy2013305000000_aid0001,_1_km_monthly_EVI,aid0001,2013-11-01,219.0,0.072,0.671,"(0.072,0.671)",0.3767936,0.1138183,0.0129546,0.44535,0.618,0.3811,0.1334,0.3184
MOD13A3_061__1_km_monthly_EVI_doy2013335000000_aid0001,_1_km_monthly_EVI,aid0001,2013-12-01,219.0,0.2493,0.6882,"(0.2493,0.6882)",0.5326306,0.0831585,0.0069153,0.5978,0.6882,0.5351,0.3818,0.46355
MOD13A3_061__1_km_monthly_EVI_doy2014001000000_aid0001,_1_km_monthly_EVI,aid0001,2014-01-01,219.0,0.3542,0.6925,"(0.3542,0.6925)",0.5115297,0.0790868,0.0062547,0.57995,0.6925,0.5067,0.3542,0.45725
MOD13A3_061__1_km_monthly_EVI_doy2014032000000_aid0001,_1_km_monthly_EVI,aid0001,2014-02-01,219.0,0.1361,0.7354,"(0.1361,0.7354)",0.4751699,0.0959957,0.0092152,0.5214,0.6763,0.4646,0.2785,0.417
MOD13A3_061__1_km_monthly_EVI_doy2014060000000_aid0001,_1_km_monthly_EVI,aid0001,2014-03-01,219.0,0.3311,0.6994,"(0.3311,0.6994)",0.4768078,0.0760234,0.0057796,0.5229,0.6726,0.4841,0.3311,0.4108
MOD13A3_061__1_km_monthly_EVI_doy2014091000000_aid0001,_1_km_monthly_EVI,aid0001,2014-04-01,219.0,0.3234,0.6428,"(0.3234,0.6428)",0.4770721,0.0853889,0.0072913,0.546,0.6428,0.4835,0.3234,0.4003
MOD13A3_061__1_km_monthly_EVI_doy2014121000000_aid0001,_1_km_monthly_EVI,aid0001,2014-05-01,219.0,0.3523,0.6455,"(0.3523,0.6455)",0.5042973,0.0731979,0.0053579,0.5641,0.6455,0.5232,0.3523,0.4322
MOD13A3_061__1_km_monthly_EVI_doy2014152000000_aid0001,_1_km_monthly_EVI,aid0001,2014-06-01,219.0,0.2638,0.7223,"(0.2638,0.7223)",0.470884,0.0839928,0.0070548,0.5135,0.6583,0.4617,0.2638,0.4113
MOD13A3_061__1_km_monthly_EVI_doy2014182000000_aid0001,_1_km_monthly_EVI,aid0001,2014-07-01,219.0,0.2696,0.6688,"(0.2696,0.6688)",0.4529219,0.0949928,0.0090236,0.53645,0.6688,0.449,0.2696,0.3714
MOD13A3_061__1_km_monthly_EVI_doy2014213000000_aid0001,_1_km_monthly_EVI,aid0001,2014-08-01,219.0,0.2439,0.5608,"(0.2439,0.5608)",0.416326,0.0903073,0.0081554,0.4887,0.5608,0.4477,0.2439,0.33435
MOD13A3_061__1_km_monthly_EVI_doy2014244000000_aid0001,_1_km_monthly_EVI,aid0001,2014-09-01,219.0,0.2086,0.5872,"(0.2086,0.5872)",0.3636858,0.0768472,0.0059055,0.40945,0.5565,0.3736,0.2086,0.2917
MOD13A3_061__1_km_monthly_EVI_doy2014274000000_aid0001,_1_km_monthly_EVI,aid0001,2014-10-01,219.0,0.1914,0.523,"(0.1914,0.523)",0.3967228,0.0771921,0.0059586,0.4565,0.523,0.4193,0.1914,0.3225
MOD13A3_061__1_km_monthly_EVI_doy2014305000000_aid0001,_1_km_monthly_EVI,aid0001,2014-11-01,219.0,0.1445,0.6624,"(0.1445,0.6624)",0.4971311,0.0860879,0.0074111,0.5612,0.6624,0.5005,0.2816,0.4436
MOD13A3_061__1_km_monthly_EVI_doy2014335000000_aid0001,_1_km_monthly_EVI,aid0001,2014-12-01,219.0,0.3449,0.6716,"(0.3449,0.6716)",0.5189059,0.068655,0.0047135,0.5766,0.6716,0.5245,0.3449,0.4591
MOD13A3_061__1_km_monthly_EVI_doy2015001000000_aid0001,_1_km_monthly_EVI,aid0001,2015-01-01,219.0,0.3536,0.6607,"(0.3536,0.6607)",0.5250685,0.0742423,0.0055119,0.58925,0.6607,0.5388,0.3536,0.45925
MOD13A3_061__1_km_monthly_EVI_doy2015032000000_aid0001,_1_km_monthly_EVI,aid0001,2015-02-01,219.0,0.2928,0.6951,"(0.2928,0.6951)",0.4879808,0.0859194,0.0073821,0.5585,0.6951,0.4703,0.2928,0.42315
MOD13A3_061__1_km_monthly_EVI_doy2015060000000_aid0001,_1_km_monthly_EVI,aid0001,2015-03-01,219.0,0.3324,0.7067,"(0.3324,0.7067)",0.5254822,0.085037,0.0072313,0.59085,0.7067,0.5361,0.3324,0.4477
MOD13A3_061__1_km_monthly_EVI_doy2015091000000_aid0001,_1_km_monthly_EVI,aid0001,2015-04-01,219.0,0.3187,0.6991,"(0.3187,0.6991)",0.5066178,0.0828926,0.0068712,0.57775,0.6991,0.4978,0.3187,0.4435
MOD13A3_061__1_km_monthly_EVI_doy2015121000000_aid0001,_1_km_monthly_EVI,aid0001,2015-05-01,219.0,0.3254,0.6762,"(0.3254,0.6762)",0.5000708,0.0828512,0.0068643,0.5657,0.6762,0.5074,0.3254,0.4273
MOD13A3_061__1_km_monthly_EVI_doy2015152000000_aid0001,_1_km_monthly_EVI,aid0001,2015-06-01,219.0,0.2284,0.6386,"(0.2284,0.6386)",0.4331457,0.1015332,0.010309,0.51155,0.6386,0.4531,0.2284,0.3391
MOD13A3_061__1_km_monthly_EVI_doy2015182000000_aid0001,_1_km_monthly_EVI,aid0001,2015-07-01,219.0,0.1975,0.5571,"(0.1975,0.5571)",0.3989151,0.1059166,0.0112183,0.48455,0.5571,0.4429,0.1975,0.2921
MOD13A3_061__1_km_monthly_EVI_doy2015213000000_aid0001,_1_km_monthly_EVI,aid0001,2015-08-01,219.0,0.176,0.6003,"(0.176,0.6003)",0.3586283,0.1052108,0.0110693,0.43325,0.6003,0.3817,0.176,0.255
MOD13A3_061__1_km_monthly_EVI_doy2015244000000_aid0001,_1_km_monthly_EVI,aid0001,2015-09-01,219.0,0.1659,0.5157,"(0.1659,0.5157)",0.3280909,0.0977246,0.0095501,0.40285,0.5157,0.3494,0.1659,0.22775
MOD13A3_061__1_km_monthly_EVI_doy2015274000000_aid0001,_1_km_monthly_EVI,aid0001,2015-10-01,219.0,0.188,0.5014,"(0.188,0.5014)",0.3645717,0.0590411,0.0034859,0.40525,0.5014,0.3736,0.2142,0.3239
MOD13A3_061__1_km_monthly_EVI_doy2015305000000_aid0001,_1_km_monthly_EVI,aid0001,2015-11-01,219.0,0.3564,0.6724,"(0.3564,0.6724)",0.5293616,0.0719924,0.0051829,0.5867,0.6724,0.5267,0.3564,0.47705
MOD13A3_061__1_km_monthly_EVI_doy2015335000000_aid0001,_1_km_monthly_EVI,aid0001,2015-12-01,219.0,0.2694,0.6058,"(0.2694,0.6058)",0.4688776,0.082029,0.0067288,0.5354,0.6058,0.4847,0.2694,0.4025
MOD13A3_061__1_km_monthly_EVI_doy2016001000000_aid0001,_1_km_monthly_EVI,aid0001,2016-01-01,219.0,0.2168,0.6746,"(0.2168,0.6746)",0.4982123,0.1160846,0.0134756,0.58965,0.6746,0.524,0.2168,0.3953
MOD13A3_061__1_km_monthly_EVI_doy2016032000000_aid0001,_1_km_monthly_EVI,aid0001,2016-02-01,219.0,0.2056,0.6944,"(0.2056,0.6944)",0.4870913,0.1287003,0.0165638,0.59565,0.6944,0.5037,0.2056,0.3949
MOD13A3_061__1_km_monthly_EVI_doy2016061000000_aid0001,_1_km_monthly_EVI,aid0001,2016-03-01,219.0,0.1278,0.7687,"(0.1278,0.7687)",0.4016863,0.1232395,0.015188,0.463,0.6753,0.3958,0.1278,0.32065
MOD13A3_061__1_km_monthly_EVI_doy2016092000000_aid0001,_1_km_monthly_EVI,aid0001,2016-04-01,219.0,0.2453,0.7687,"(0.2453,0.7687)",0.4564379,0.1170866,0.0137093,0.5454,0.7687,0.4598,0.2453,0.3562
MOD13A3_061__1_km_monthly_EVI_doy2016122000000_aid0001,_1_km_monthly_EVI,aid0001,2016-05-01,219.0,0.3216,0.7413,"(0.3216,0.7413)",0.4944995,0.0876165,0.0076767,0.55695,0.7413,0.4985,0.3216,0.421
MOD13A3_061__1_km_monthly_EVI_doy2016153000000_aid0001,_1_km_monthly_EVI,aid0001,2016-06-01,219.0,0.2094,0.6571,"(0.2094,0.6571)",0.4790562,0.0810603,0.0065708,0.5464,0.6571,0.4944,0.2094,0.40805
MOD13A3_061__1_km_monthly_EVI_doy2016183000000_aid0001,_1_km_monthly_EVI,aid0001,2016-07-01,219.0,0.2368,0.6777,"(0.2368,0.6777)",0.4066648,0.0908193,0.0082481,0.4728,0.6777,0.4094,0.2368,0.33205
MOD13A3_061__1_km_monthly_EVI_doy2016214000000_aid0001,_1_km_monthly_EVI,aid0001,2016-08-01,219.0,0.2311,0.4873,"(0.2311,0.4873)",0.3760269,0.0738804,0.0054583,0.4318,0.4873,0.4032,0.2311,0.3075
MOD13A3_061__1_km_monthly_EVI_doy2016245000000_aid0001,_1_km_monthly_EVI,aid0001,2016-09-01,219.0,0.1863,0.5442,"(0.1863,0.5442)",0.3820607,0.0990353,0.009808,0.4556,0.5442,0.4175,0.1863,0.28205
MOD13A3_061__1_km_monthly_EVI_doy2016275000000_aid0001,_1_km_monthly_EVI,aid0001,2016-10-01,219.0,0.2061,0.6473,"(0.2061,0.6473)",0.431611,0.0765093,0.0058537,0.4846,0.6157,0.4442,0.2522,0.3896
MOD13A3_061__1_km_monthly_EVI_doy2016306000000_aid0001,_1_km_monthly_EVI,aid0001,2016-11-01,219.0,0.36,0.6447,"(0.36,0.6447)",0.4953521,0.0563489,0.0031752,0.52735,0.632,0.493,0.36,0.4573
MOD13A3_061__1_km_monthly_EVI_doy2016336000000_aid0001,_1_km_monthly_EVI,aid0001,2016-12-01,219.0,0.3736,0.7145,"(0.3736,0.7145)",0.5456023,0.0628776,0.0039536,0.58955,0.7145,0.551,0.3785,0.5036
MOD13A3_061__1_km_monthly_EVI_doy2017001000000_aid0001,_1_km_monthly_EVI,aid0001,2017-01-01,219.0,0.3573,0.6035,"(0.3573,0.6035)",0.4884279,0.0484862,0.0023509,0.5159,0.5963,0.4872,0.3807,0.4598
MOD13A3_061__1_km_monthly_EVI_doy2017032000000_aid0001,_1_km_monthly_EVI,aid0001,2017-02-01,219.0,0.3231,0.5257,"(0.3231,0.5257)",0.4279872,0.0404488,0.0016361,0.4582,0.5257,0.432,0.3231,0.4006
MOD13A3_061__1_km_monthly_EVI_doy2017060000000_aid0001,_1_km_monthly_EVI,aid0001,2017-03-01,219.0,0.3118,0.6053,"(0.3118,0.6053)",0.4748959,0.0586472,0.0034395,0.52105,0.6053,0.4701,0.3118,0.43255
